Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-18,120.97572555481172,121.69445373634653,120.09727661475587,120.57643127441406,1336000,0.0,0
2022-05-19,120.09727748869584,123.36150006760245,119.31865782500215,122.18358612060547,2310100,0.0,0
2022-05-20,123.81069889624673,125.35796135708844,122.2235138621889,124.90875244140625,2594600,0.0,0
2022-05-23,126.2264181402929,126.2463870427934,123.5411795627452,125.75725555419922,2037000,0.0,0
2022-05-24,125.09842001765159,125.77721800676876,123.58111089745698,124.19003295898438,2187700,0.0,0
2022-05-25,126.98507805425602,127.23463602723017,118.96927718087123,120.16715240478516,3524500,0.0,0
2022-05-26,120.53650221794541,124.00036813790861,120.50655647941744,123.63101959228516,1768000,0.0,0
2022-05-27,124.69913263010417,130.53879559585792,124.2698925895017,130.31918334960938,2698800,0.0,0
2022-05-31,128.68207654111498,129.84002918865966,126.49594626584991,127.33445739746094,3403100,0.0,0
2022-06-01,127.6339306308199,128.75194547839993,122.21353113944036,122.87236022949219,1757600,0.0,0
2022-06-02,122.74259874394464,128.96158709712603,122.08376962212219,128.8717498779297,1444400,0.0,0
2022-06-03,127.39435292147871,128.49240644607812,126.19647011799368,128.2628173828125,1722800,0.0,0
2022-06-06,129.15124846790567,129.7701473735078,126.745505926347,127.40433502197266,1310600,0.0,0
2022-06-07,126.3462140334176,130.96802508947312,126.3462140334176,128.67208862304688,1236300,0.0,0
2022-06-08,127.6538923734646,128.41255074839177,126.17651342934353,126.61573028564453,1049500,0.0,0
2022-06-09,125.86705852657398,126.69559284397192,123.9105248867739,123.9205093383789,814400,0.0,0
2022-06-10,121.41494252336388,121.7144151379206,119.68800561168095,120.35681915283203,1379600,0.0,0
2022-06-13,116.27405280112797,117.49188929807728,115.17599163976446,116.07440185546875,1405800,0.0,0
2022-06-14,115.78491696117638,116.4936607024663,113.04976366370872,115.80488586425781,1314000,0.0,0
2022-06-15,117.03270380224211,117.56176548155973,113.5688379505227,116.26406860351562,1886300,0.0,0
2022-06-16,113.5987917273295,114.876527323474,113.1595672601905,114.7567367553711,1601600,0.0,0
2022-06-17,114.5670668579117,116.52360799930366,112.47078148173992,112.51071166992188,2681500,0.0,0
2022-06-21,114.20771155982254,115.36565656527935,113.55885932308752,113.67864227294922,1588200,0.0,0
2022-06-22,112.46080927542747,114.87652864057938,112.32104980308593,113.59879302978516,2585300,0.0,0
2022-06-23,114.39736950064845,118.54003323804311,114.06795115941192,118.39029693603516,1801600,0.0,0
2022-06-24,119.73791157826699,121.13543774066831,118.2405637505309,121.07554626464844,3780400,0.0,0
2022-06-27,121.61459347170334,122.0837636804199,119.63809097061984,120.35681915283203,1805700,0.0,0
2022-06-28,120.23702512843349,121.02562921592519,116.5136245357894,116.85301971435547,1426100,0.0,0
2022-06-29,116.98279983771158,118.33041139150676,116.03447495474084,117.69154357910156,906600,0.0,0
2022-06-30,115.7948985898178,119.73791148681603,115.7948985898178,118.55999755859375,1612000,0.0,0
2022-07-01,118.79000091552734,119.76000213623047,116.69999694824219,119.20999908447266,1119800,0.21,0
2022-07-05,117.75,120.68000030517578,116.48999786376953,120.55999755859375,1484900,0.0,0
2022-07-06,120.80000305175781,122.33999633789062,120.55999755859375,121.18000030517578,1642300,0.0,0
2022-07-07,120.98999786376953,123.22000122070312,120.62000274658203,123.1500015258789,1221200,0.0,0
2022-07-08,120.95999908447266,123.20999908447266,120.95999908447266,122.51000213623047,1267300,0.0,0
2022-07-11,121.61000061035156,123.45999908447266,121.01000213623047,123.12000274658203,1304400,0.0,0
2022-07-12,122.43000030517578,123.41000366210938,118.75,119.23999786376953,1196800,0.0,0
2022-07-13,117.41000366210938,119.69999694824219,116.86000061035156,118.6500015258789,1378000,0.0,0
2022-07-14,117.0999984741211,117.7300033569336,113.0199966430664,115.87999725341797,1347300,0.0,0
2022-07-15,117.77999877929688,118.87999725341797,116.0,118.83000183105469,969400,0.0,0
2022-07-18,118.94999694824219,119.38999938964844,114.45999908447266,115.11000061035156,1178200,0.0,0
2022-07-19,116.98999786376953,119.33999633789062,116.37000274658203,119.05999755859375,1296900,0.0,0
2022-07-20,119.93000030517578,121.20999908447266,119.25,119.86000061035156,1316600,0.0,0
2022-07-21,122.12000274658203,127.33999633789062,122.12000274658203,127.19000244140625,1682500,0.0,0
2022-07-22,127.41000366210938,128.5399932861328,124.30999755859375,125.04000091552734,1079500,0.0,0
2022-07-25,125.05000305175781,125.41000366210938,123.19000244140625,124.26000213623047,1044000,0.0,0
