Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-07-26,124.66000366210938,125.62999725341797,123.37000274658203,125.16999816894531,1260000,0.0,0
2022-07-27,125.04000091552734,128.3300018310547,124.70999908447266,127.70999908447266,1395900,0.0,0
2022-07-28,128.1699981689453,131.82000732421875,126.77999877929688,131.11000061035156,1861400,0.0,0
2022-07-29,131.27000427246094,134.5,130.89999389648438,134.10000610351562,2214900,0.0,0
2022-08-01,133.50999450683594,135.22999572753906,133.25999450683594,133.42999267578125,1081700,0.0,0
2022-08-02,132.41000366210938,134.67999267578125,131.08999633789062,131.27999877929688,1398600,0.0,0
2022-08-03,133.4499969482422,135.25999450683594,133.02000427246094,134.55999755859375,2113200,0.0,0
2022-08-04,134.69000244140625,135.0,132.74000549316406,133.77000427246094,895600,0.0,0
2022-08-05,132.27000427246094,133.83999633789062,131.75,133.61000061035156,675800,0.0,0
2022-08-08,134.1999969482422,134.4199981689453,132.13999938964844,132.52000427246094,1257100,0.0,0
2022-08-09,132.5,132.5,128.02000427246094,128.8800048828125,894700,0.0,0
2022-08-10,131.3699951171875,132.77000427246094,130.14999389648438,132.5800018310547,1022000,0.0,0
2022-08-11,132.91000366210938,135.1300048828125,131.58999633789062,131.9499969482422,1162500,0.0,0
2022-08-12,132.25999450683594,133.6300048828125,131.42999267578125,133.5500030517578,865800,0.0,0
2022-08-15,133.27999877929688,134.6199951171875,132.6699981689453,133.89999389648438,1291100,0.0,0
2022-08-16,132.88999938964844,133.4199981689453,131.66000366210938,132.77000427246094,1810000,0.0,0
2022-08-17,148.83999633789062,149.0,140.02999877929688,142.2899932861328,4109000,0.0,0
