timestamp,open,high,low,close,volume
2022-08-15,38.0000,38.5300,37.9000,38.3100,3508091
2022-08-12,38.1200,38.6500,37.9500,38.4350,5965426
2022-08-11,38.6800,39.8800,38.6600,39.0300,3366953
2022-08-10,38.0500,38.3700,37.6700,38.2500,2628203
2022-08-09,37.8400,38.1000,37.5900,37.7500,3395040
2022-08-08,38.1200,38.3900,37.5500,37.8100,2976550
2022-08-05,38.6500,38.8000,37.9000,38.5000,3840190
2022-08-04,40.0000,40.7500,39.5800,39.7000,5435323
2022-08-03,38.4300,39.3000,38.1600,39.2200,14432876
2022-08-02,37.5400,38.6700,37.1100,37.8200,17385384
2022-08-01,37.6000,38.3747,36.5700,37.3200,14887664
2022-07-29,39.2250,39.4000,38.2100,38.6600,14785751
2022-07-28,40.8600,41.1925,40.1500,40.6600,2348525
2022-07-27,40.9000,41.2500,40.3900,41.0900,2885087
2022-07-26,41.7500,41.8200,41.0000,41.1000,3424446
2022-07-25,41.5000,41.7500,41.3300,41.5800,1896218
2022-07-22,42.1800,42.4900,41.7000,41.8100,2872947
2022-07-21,42.6600,43.2400,42.5800,43.1600,2060867
2022-07-20,42.9600,43.1000,42.4500,42.7500,2557750
2022-07-19,42.6000,43.2500,42.3500,43.1474,2865584
2022-07-18,42.3700,42.7400,42.1700,42.2500,3611933
2022-07-15,41.1800,41.5500,40.6800,41.4100,1968022
2022-07-14,42.3300,42.4000,41.3500,41.6100,3082903
2022-07-13,42.1300,42.9300,42.1100,42.4800,3934728
2022-07-12,43.0000,43.3400,42.7900,43.0400,1793390
2022-07-11,43.3300,43.6300,42.7500,42.9100,3010792
2022-07-08,44.7100,45.1200,44.3300,44.6400,2483957
2022-07-07,44.6500,45.6000,44.6300,45.3200,3151389
2022-07-06,43.9800,44.1600,43.3600,43.8900,3394291
2022-07-05,43.1500,44.4000,43.0000,43.9700,4468495
2022-07-01,45.2900,45.6600,44.5300,45.2800,3450351
2022-06-30,45.1600,45.5100,44.4300,45.3900,3544088
2022-06-29,46.1000,46.5900,45.9300,46.4000,3858008
2022-06-28,46.6900,47.3500,45.4200,45.6500,6372455
2022-06-27,48.3300,48.5500,47.0900,47.2200,6179298
2022-06-24,48.9800,49.3800,48.6100,49.1800,3029297
2022-06-23,47.7400,48.6200,47.5100,48.0000,2349182
2022-06-22,46.8900,48.2850,46.8900,47.3890,3540602
2022-06-21,48.3600,48.6900,47.8600,48.1800,3623507
2022-06-17,47.9100,48.1800,46.4800,46.7300,3264364
2022-06-16,46.4900,47.0200,45.7600,46.1900,2716630
2022-06-15,48.0800,48.9300,47.8000,48.6900,2875406
2022-06-14,47.6000,48.2900,47.1800,47.8500,3266823
2022-06-13,47.7800,47.9399,46.2400,46.7200,2970434
2022-06-10,49.6000,49.9000,48.7600,49.4500,2480293
2022-06-09,50.3100,50.6600,49.1500,49.1900,4504767
2022-06-08,49.5800,51.5800,49.1300,51.4500,6693533
2022-06-07,46.7300,47.9700,46.5900,47.8300,2281038
2022-06-06,47.0500,47.5000,46.3200,46.7000,3575981
2022-06-03,46.0000,46.4900,45.7700,45.9900,1852718
2022-06-02,45.8500,46.9500,45.7000,46.8100,2389826
2022-06-01,46.0000,46.2100,44.9200,45.3100,2018452
2022-05-31,45.9600,46.2900,45.4100,45.5400,2612593
2022-05-27,43.8100,44.0000,43.1900,43.8600,2118078
2022-05-26,42.6900,44.2500,42.5900,44.0300,3740430
2022-05-25,42.2400,42.6500,41.9200,42.5700,3781960
2022-05-24,43.1400,43.4600,41.4400,42.0400,3898041
2022-05-23,44.3700,44.4000,43.4000,43.6400,3095278
2022-05-20,45.0400,45.2100,43.3800,44.2500,2918872
2022-05-19,43.4500,44.9900,43.2600,44.8700,5243103
2022-05-18,44.8950,45.1500,43.3000,43.5100,6142158
2022-05-17,47.2300,47.7000,45.8300,46.7700,5949379
2022-05-16,44.5100,45.5000,44.5100,45.1400,2126227
2022-05-13,44.5700,46.0000,44.3500,45.9410,2269065
2022-05-12,43.7900,44.5500,42.9000,44.0600,4041855
2022-05-11,43.6100,44.5500,43.0100,43.1600,4737237
2022-05-10,43.0200,43.4000,42.0300,42.9500,4673928
2022-05-09,42.5000,42.8300,41.5000,41.8200,4916955
2022-05-06,44.4000,44.5500,43.3000,43.4300,3633381
2022-05-05,46.1100,46.3000,44.5100,45.0000,3567725
2022-05-04,46.6000,47.9700,46.0900,47.9000,6898448
2022-05-03,48.1200,48.6700,47.7645,48.1400,4263710
2022-05-02,46.5500,47.4700,45.8200,47.2400,4237113
2022-04-29,47.7000,48.2400,46.8100,47.0700,6244279
2022-04-28,43.0400,43.2700,42.1000,43.2600,3084465
2022-04-27,42.2500,43.0600,42.1900,42.6300,3816262
2022-04-26,42.3600,42.4660,41.5600,42.4400,4554333
2022-04-25,41.3300,42.4500,41.1900,42.4400,4554333
2022-04-22,43.1500,43.8500,42.3600,42.6600,3437731
2022-04-21,44.3900,44.5000,42.3701,42.5900,4728686
2022-04-20,46.3500,46.5000,44.7500,44.8500,3767487
2022-04-19,46.1300,46.5900,45.4500,46.5700,3828355
2022-04-18,46.2800,46.6900,45.8200,46.3800,2273500
2022-04-14,47.3200,47.5000,46.7700,46.8500,1954494
2022-04-13,47.2800,48.2250,47.0200,48.0200,2485932
2022-04-12,47.3000,47.4100,46.1200,46.3200,2894950
2022-04-11,47.5500,47.9700,46.8400,46.9700,5743764
2022-04-08,46.5900,47.2000,46.5000,46.7300,3005366
2022-04-07,47.4500,47.6999,46.6800,46.9700,2717836
2022-04-06,48.2900,48.4300,47.1300,47.5600,4618472
2022-04-05,50.0800,50.1600,48.5500,48.6200,3534921
2022-04-04,49.6700,50.5000,49.3900,50.3600,3843730
2022-04-01,49.5000,50.4000,48.6300,49.1400,2831896
2022-03-31,47.6000,47.6900,46.3000,46.4200,2832860
2022-03-30,48.6500,49.2200,48.0950,48.3300,2268880
2022-03-29,49.1200,50.0900,48.8800,49.3800,5332183
2022-03-28,46.5500,47.5800,46.4500,47.4200,5205187
2022-03-25,45.8400,46.1700,45.0100,45.6800,4759413
2022-03-24,46.8600,46.9900,45.8200,46.2100,5545949
2022-03-23,47.0050,48.8600,46.2000,47.8600,11072001
