Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-18,146.64631429071576,147.15560139747478,139.70594226432186,140.6246795654297,109742900,0.0,0
2022-05-19,139.68597422514964,141.4635039286549,136.41052520491812,137.15948486328125,136095600,0.0,0
2022-05-20,138.89705869052398,140.50482600057936,132.42605164055726,137.39913940429688,137426100,0.0,0
2022-05-23,137.59885615581376,143.06126959520395,137.45905096808772,142.91148376464844,117726300,0.0,0
2022-05-24,140.61467119120334,141.773065739575,137.139502783711,140.16529846191406,104132700,0.0,0
2022-05-25,138.23797596642606,141.59331590860768,138.14810446275902,140.32508850097656,92482700,0.0,0
2022-05-26,137.19941578797327,144.1397718929524,136.9497625810487,143.58055114746094,90601500,0.0,0
2022-05-27,145.1883292475015,149.47237189356656,145.05850469417047,149.43243408203125,90978500,0.0,0
2022-05-31,148.8632368669844,150.4510277694847,146.63631906083086,148.633544921875,103718400,0.0,0
2022-06-01,149.6920596325589,151.52951885116954,147.47513789376728,148.50372314453125,74286600,0.0,0
2022-06-02,147.6249430088675,151.06017373384122,146.65628730196653,151.00025939941406,72348100,0.0,0
2022-06-03,146.69622532634182,147.764748417262,144.2596227095519,145.1783447265625,88570300,0.0,0
2022-06-06,146.82605123493104,148.36392361061095,144.69900091424154,145.93728637695312,71598400,0.0,0
2022-06-07,144.14977052320265,148.7933141655343,143.90011731151552,148.50372314453125,67808200,0.0,0
2022-06-08,148.3739111422644,149.66211511892354,147.25546953538984,147.75477600097656,53950200,0.0,0
2022-06-09,146.8759822372736,147.74477055511252,142.33229064705213,142.442138671875,69473000,0.0,0
2022-06-10,140.08541328860073,140.56474320344384,136.86987860284933,136.93978881835938,91437900,0.0,0
2022-06-13,132.685684228112,135.01245399229825,131.25767516963435,131.6970672607422,122207100,0.0,0
2022-06-14,132.94533329689133,133.70427357563653,131.29761295553146,132.57583618164062,84784300,0.0,0
2022-06-15,134.1037235935456,137.14949607594423,131.9766884153656,135.2421417236328,91533000,0.0,0
2022-06-16,131.89679524426396,132.2063628089613,128.8610034587425,129.8795928955078,108123900,0.0,0
2022-06-17,129.88957906585975,132.89539822068556,129.6299299760749,131.37750244140625,134520300,0.0,0
2022-06-21,133.2349351844774,136.86988563723665,133.13508303413246,135.68153381347656,81000500,0.0,0
2022-06-22,134.60302593989567,137.56890746867646,133.72425695043648,135.16226196289062,73409200,0.0,0
2022-06-23,136.63021572723866,138.39774947834982,135.44186401271207,138.0782012939453,72433800,0.0,0
2022-06-24,139.7059325962022,141.71315419080707,139.57612328637862,141.4635009765625,89116800,0.0,0
2022-06-27,142.50205164326576,143.29096433334738,140.77445566722787,141.4635009765625,70207900,0.0,0
2022-06-28,141.93285606021658,143.2210599940045,137.12953045914614,137.24935913085938,67083400,0.0,0
2022-06-29,137.2693314305113,140.47487020116944,136.48041873235067,139.036865234375,66242400,0.0,0
2022-06-30,137.05961332161917,138.1780548347982,133.58444487879663,136.5303497314453,98964500,0.0,0
2022-07-01,135.85128367967366,138.84712219152811,135.4718211630888,138.73727416992188,71051600,0.0,0
2022-07-05,137.57889621606785,141.41356589202965,136.7400498438827,141.36363220214844,73353800,0.0,0
2022-07-06,141.1539416284799,143.9200884319051,140.8843118748987,142.7217559814453,74064300,0.0,0
2022-07-07,143.09123491770873,146.34672270516063,143.08125427431034,146.14700317382812,66253700,0.0,0
2022-07-08,145.0584993709827,147.3453313662673,144.79886551147194,146.83602905273438,64547800,0.0,0
2022-07-11,145.4679301826079,146.43658585380956,143.58055252959463,144.66903686523438,63141600,0.0,0
2022-07-12,145.5578016885974,148.24407265912552,144.84879510713782,145.6576690673828,77588800,0.0,0
2022-07-13,142.79166056015345,146.24685257648053,141.92285699684288,145.28819274902344,71185600,0.0,0
2022-07-14,143.88014347513203,148.7433832535834,143.0512929683365,148.26405334472656,78140700,0.0,0
