Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-06-22,370.6199951171875,378.7200012207031,370.17999267578125,374.3900146484375,90059400,0.0,0
2022-06-23,376.6400146484375,378.8299865722656,372.8900146484375,378.05999755859375,79292100,0.0,0
2022-06-24,381.3999938964844,390.0899963378906,381.3699951171875,390.0799865722656,98050300,0.0,0
2022-06-27,391.04998779296875,391.3599853515625,387.44000244140625,388.5899963378906,66009600,0.0,0
2022-06-28,390.2300109863281,393.1600036621094,380.5299987792969,380.6499938964844,86548900,0.0,0
2022-06-29,381.2300109863281,382.2699890136719,378.4200134277344,380.3399963378906,65676000,0.0,0
2022-06-30,376.239990234375,380.6600036621094,372.55999755859375,377.25,112508300,0.0,0
2022-07-01,376.55999755859375,381.70001220703125,373.79998779296875,381.239990234375,74839700,0.0,0
2022-07-05,375.8800048828125,381.9800109863281,372.8999938964844,381.9599914550781,81438000,0.0,0
2022-07-06,382.1099853515625,385.8699951171875,379.6000061035156,383.25,70426200,0.0,0
2022-07-07,385.1199951171875,389.8299865722656,383.2699890136719,388.989990234375,64525900,0.0,0
2022-07-08,387.2699890136719,390.6400146484375,385.6600036621094,388.6700134277344,72397800,0.0,0
2022-07-11,385.8500061035156,386.8699951171875,383.5,384.2300109863281,58366900,0.0,0
2022-07-12,383.6499938964844,386.1600036621094,378.989990234375,380.8299865722656,62219200,0.0,0
2022-07-13,375.1000061035156,381.9200134277344,374.6600036621094,378.8299865722656,84224600,0.0,0
2022-07-14,373.6099853515625,379.04998779296875,371.0400085449219,377.9100036621094,89704800,0.0,0
2022-07-15,382.54998779296875,385.25,380.5400085449219,385.1300048828125,79060400,0.0,0
2022-07-18,388.3800048828125,389.0899963378906,380.6600036621094,381.95001220703125,63203600,0.0,0
2022-07-19,386.0799865722656,392.8699951171875,385.3900146484375,392.2699890136719,78506000,0.0,0
2022-07-20,392.4700012207031,396.260009765625,391.0299987792969,394.7699890136719,71843800,0.0,0
2022-07-21,394.1600036621094,398.8399963378906,391.6300048828125,398.7900085449219,64903900,0.0,0
2022-07-22,398.9200134277344,400.17999267578125,392.75,395.0899963378906,72197300,0.0,0
2022-07-25,395.75,396.4700012207031,393.2099914550781,395.57000732421875,53631500,0.0,0
2022-07-26,393.8399963378906,394.05999755859375,389.95001220703125,390.8900146484375,52946400,0.0,0
2022-07-27,394.3599853515625,402.8800048828125,394.04998779296875,401.0400085449219,82342100,0.0,0
2022-07-28,401.8900146484375,406.79998779296875,398.1499938964844,406.07000732421875,73966600,0.0,0
2022-07-29,407.5799865722656,413.0299987792969,406.7699890136719,411.989990234375,86921200,0.0,0
2022-08-01,409.1499938964844,413.4100036621094,408.3999938964844,410.7699890136719,69997500,0.0,0
2022-08-02,409.1199951171875,413.0,406.82000732421875,408.05999755859375,63435400,0.0,0
2022-08-03,410.29998779296875,415.67999267578125,410.0,414.45001220703125,67820600,0.0,0
2022-08-04,414.3699951171875,415.0899963378906,412.44000244140625,414.1700134277344,45656600,0.0,0
2022-08-05,409.6600036621094,414.1499938964844,409.6000061035156,413.4700012207031,56755600,0.0,0
2022-08-08,415.25,417.6199951171875,411.8299865722656,412.989990234375,53886100,0.0,0
2022-08-09,412.2200012207031,412.75,410.2200012207031,411.3500061035156,44931800,0.0,0
2022-08-10,418.7799987792969,420.1400146484375,416.7200012207031,419.989990234375,68665700,0.0,0
2022-08-11,422.989990234375,424.95001220703125,419.2099914550781,419.989990234375,59489700,0.0,0
2022-08-12,422.0299987792969,427.2099914550781,421.0299987792969,427.1000061035156,61644600,0.0,0
2022-08-15,424.7699890136719,429.4100036621094,424.7099914550781,428.8599853515625,54048300,0.0,0
2022-08-16,427.7300109863281,431.7300109863281,426.8800048828125,429.70001220703125,59289000,0.0,0
2022-08-17,425.9100036621094,429.5,424.5400085449219,426.6499938964844,63360881,0.0,0
