Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-18,28.639544503066173,28.67825870951786,27.70070238209613,27.81684684753418,529200,0.0,0
2022-05-19,28.087853441877918,28.56211400495929,27.991065157434523,28.291107177734375,635900,0.0,0
2022-05-20,28.620186906251668,28.823442492942643,28.020102851623683,28.203998565673828,589700,0.0,0
2022-05-23,29.110000610351562,29.389999389648438,28.770000457763672,29.25,677900,0.936,0
2022-05-24,29.06999969482422,29.559999465942383,28.969999313354492,29.540000915527344,407400,0.0,0
2022-05-25,29.81999969482422,30.299999237060547,29.809999465942383,30.170000076293945,549100,0.0,0
2022-05-26,30.309999465942383,30.93000030517578,30.309999465942383,30.780000686645508,935100,0.0,0
2022-05-27,30.360000610351562,30.639999389648438,30.309999465942383,30.510000228881836,387200,0.0,0
2022-05-31,30.790000915527344,30.850000381469727,30.1299991607666,30.299999237060547,557500,0.0,0
2022-06-01,30.450000762939453,30.510000228881836,29.969999313354492,30.280000686645508,481400,0.0,0
2022-06-02,30.280000686645508,30.440000534057617,30.1299991607666,30.3799991607666,369500,0.0,0
2022-06-03,30.280000686645508,30.75,30.260000228881836,30.68000030517578,348800,0.0,0
2022-06-06,30.899999618530273,31.079999923706055,30.84000015258789,30.950000762939453,350000,0.0,0
2022-06-07,30.56999969482422,31.290000915527344,30.56999969482422,31.290000915527344,349100,0.0,0
2022-06-08,30.850000381469727,31.06999969482422,30.75,30.809999465942383,630400,0.0,0
2022-06-09,30.239999771118164,30.309999465942383,29.719999313354492,29.799999237060547,451300,0.0,0
2022-06-10,28.280000686645508,28.309999465942383,27.809999465942383,28.09000015258789,904000,0.0,0
2022-06-13,27.25,27.549999237060547,26.709999084472656,27.270000457763672,535700,0.0,0
2022-06-14,27.6200008392334,27.899999618530273,27.0,27.18000030517578,327000,0.0,0
2022-06-15,27.850000381469727,27.940000534057617,27.200000762939453,27.670000076293945,513900,0.0,0
2022-06-16,26.3799991607666,26.739999771118164,26.110000610351562,26.350000381469727,598600,0.0,0
2022-06-17,26.34000015258789,26.459999084472656,25.049999237060547,25.18000030517578,1047800,0.0,0
2022-06-21,25.450000762939453,25.549999237060547,25.280000686645508,25.450000762939453,2120200,0.0,0
2022-06-22,24.579999923706055,24.739999771118164,24.43000030517578,24.549999237060547,501000,0.0,0
2022-06-23,24.469999313354492,24.469999313354492,23.600000381469727,23.920000076293945,721800,0.0,0
2022-06-24,23.90999984741211,24.670000076293945,23.850000381469727,24.510000228881836,505000,0.0,0
2022-06-27,24.149999618530273,24.450000762939453,24.079999923706055,24.15999984741211,791900,0.0,0
2022-06-28,24.3700008392334,24.5,24.059999465942383,24.229999542236328,669200,0.0,0
2022-06-29,24.799999237060547,24.850000381469727,24.149999618530273,24.170000076293945,459000,0.0,0
2022-06-30,23.670000076293945,23.90999984741211,23.389999389648438,23.809999465942383,454000,0.0,0
2022-07-01,23.610000610351562,23.760000228881836,23.059999465942383,23.719999313354492,295500,0.0,0
2022-07-05,22.5,22.600000381469727,21.989999771118164,22.549999237060547,779200,0.0,0
2022-07-06,21.93000030517578,22.149999618530273,21.610000610351562,22.100000381469727,700100,0.0,0
2022-07-07,22.520000457763672,22.700000762939453,22.350000381469727,22.389999389648438,423300,0.0,0
2022-07-08,22.920000076293945,23.020000457763672,22.5,22.799999237060547,295200,0.0,0
2022-07-11,22.59000015258789,22.719999313354492,22.399999618530273,22.530000686645508,420600,0.0,0
2022-07-12,22.139999389648438,22.3700008392334,22.06999969482422,22.15999984741211,381500,0.0,0
2022-07-13,22.06999969482422,22.520000457763672,22.0,22.309999465942383,312100,0.0,0
2022-07-14,21.110000610351562,21.389999389648438,20.8799991607666,21.389999389648438,543400,0.0,0
2022-07-15,21.8700008392334,22.100000381469727,21.68000030517578,21.739999771118164,428100,0.0,0
2022-07-18,22.530000686645508,22.65999984741211,22.110000610351562,22.229999542236328,543600,0.0,0
2022-07-19,22.790000915527344,23.260000228881836,22.739999771118164,23.18000030517578,673100,0.0,0
2022-07-20,22.8700008392334,22.959999084472656,22.31999969482422,22.600000381469727,768300,0.0,0
2022-07-21,22.219999313354492,22.600000381469727,22.049999237060547,22.600000381469727,626700,0.0,0
2022-07-22,22.5,22.709999084472656,22.139999389648438,22.350000381469727,630100,0.0,0
2022-07-25,22.530000686645508,22.799999237060547,22.34000015258789,22.790000915527344,680900,0.0,0
2022-07-26,22.549999237060547,22.670000076293945,22.18000030517578,22.290000915527344,510700,0.0,0
2022-07-27,22.610000610351562,23.030000686645508,22.479999542236328,22.940000534057617,455400,0.0,0
2022-07-28,22.739999771118164,22.790000915527344,22.40999984741211,22.690000534057617,441500,0.0,0
2022-07-29,23.84000015258789,24.09000015258789,23.75,24.020000457763672,610800,0.0,0
2022-08-01,24.260000228881836,24.399999618530273,23.989999771118164,24.09000015258789,564000,0.0,0
2022-08-02,23.520000457763672,23.559999465942383,23.190000534057617,23.350000381469727,612200,0.0,0
