timestamp,open,high,low,close,volume
2022-08-15,18.1900,18.4600,18.1900,18.3900,28763445
2022-08-12,18.1000,18.2700,18.0900,18.2700,25822303
2022-08-11,18.0600,18.1700,18.0100,18.0400,40798898
2022-08-10,18.2200,18.2500,17.9900,18.0100,50229507
2022-08-09,18.0400,18.2200,18.0400,18.1000,33257462
2022-08-08,18.3600,18.4050,18.0000,18.0000,44081700
2022-08-05,18.2700,18.3600,18.0900,18.3500,32726396
2022-08-04,18.3100,18.3800,18.2200,18.2700,28287824
2022-08-03,18.4200,18.5050,18.3100,18.3700,35524333
2022-08-02,18.7200,18.7400,18.3200,18.3600,43625163
2022-08-01,18.8500,18.8700,18.6100,18.7300,37087767
2022-07-29,18.5100,18.8500,18.4800,18.7800,40819755
2022-07-28,18.3000,18.7700,18.2850,18.5800,41940101
2022-07-27,18.3500,18.4900,18.2300,18.3900,36607436
2022-07-26,18.4000,18.4450,18.1800,18.3000,38885023
2022-07-25,18.3800,18.6500,18.3300,18.5300,39493055
2022-07-22,18.6600,18.6900,18.2500,18.4000,72016305
2022-07-21,19.0400,19.1200,18.2400,18.9200,123409020
2022-07-20,20.8200,20.8300,20.4000,20.4800,34207151
2022-07-19,20.6000,20.8600,20.5300,20.8000,21813064
2022-07-18,20.6300,20.6900,20.5100,20.5300,22507373
2022-07-15,20.5400,20.5900,20.2100,20.5700,23838015
2022-07-14,20.1300,20.3500,20.0450,20.3300,26620991
2022-07-13,20.4500,20.6000,20.2300,20.4500,25213051
2022-07-12,20.6300,20.8600,20.4500,20.6000,26448049
2022-07-11,20.7100,20.8551,20.6300,20.6600,23340969
2022-07-08,20.9300,21.0600,20.7500,20.8000,22366311
2022-07-07,21.1700,21.3200,21.0300,21.1500,27015412
2022-07-06,21.1700,21.2300,20.8900,21.0900,27644985
2022-07-05,21.1300,21.1850,20.7750,21.1700,36980603
2022-07-01,20.9700,21.3850,20.8700,21.3100,32762530
2022-06-30,20.7900,21.1500,20.7500,20.9600,37655687
2022-06-29,20.6700,21.0200,20.5400,20.9500,26585678
2022-06-28,20.9300,21.0600,20.6000,20.6100,26760572
2022-06-27,20.9500,21.0350,20.6700,20.7800,32339898
2022-06-24,20.7000,21.0600,20.5100,20.9900,47641663
2022-06-23,20.4300,20.7800,20.0801,20.6100,51713608
2022-06-22,19.8500,20.5500,19.8200,20.3200,46613865
2022-06-21,19.6450,20.0500,19.4700,19.9600,49307689
2022-06-17,19.1400,19.4200,19.0000,19.3800,97645449
2022-06-16,19.2800,19.2900,18.6700,18.9600,67896413
2022-06-15,19.6000,19.7100,19.1800,19.4400,38941850
2022-06-14,19.8800,19.9600,19.3015,19.4500,42638297
2022-06-13,20.4000,20.4900,19.6750,19.7600,56215858
2022-06-10,20.6800,20.8500,20.6300,20.6900,33584188
2022-06-09,21.0200,21.1600,20.8700,20.8800,24941249
2022-06-08,21.0900,21.1950,20.9900,21.0500,20732913
2022-06-07,20.9000,21.1850,20.7700,21.1400,24977744
2022-06-06,20.9200,21.0500,20.8300,20.9400,22002924
2022-06-03,21.0600,21.1477,20.8000,20.9000,27796852
2022-06-02,21.2600,21.2600,20.9400,21.1900,27085159
2022-06-01,21.4400,21.4700,21.1200,21.2200,35928933
2022-05-31,21.1900,21.4300,20.9700,21.2900,61515254
2022-05-27,21.3100,21.4100,21.1500,21.2900,34169573
2022-05-26,21.3800,21.5300,21.2700,21.3200,28495526
2022-05-25,21.1200,21.3700,21.0600,21.3000,40179427
2022-05-24,20.8000,21.2261,20.6000,21.1600,49841239
2022-05-23,20.5300,20.9100,20.4200,20.7400,46775082
2022-05-20,20.2100,20.4200,20.0900,20.4000,47415765
2022-05-19,19.9200,20.3400,19.9100,20.2100,41588106
2022-05-18,20.5100,20.6300,20.1250,20.2300,43342780
2022-05-17,20.4000,20.6700,20.2400,20.5700,42938444
2022-05-16,19.9300,20.3800,19.6750,20.2800,40026961
2022-05-13,19.7400,19.8600,19.5400,19.8400,34107316
2022-05-12,19.4000,19.7400,19.3900,19.7200,52686961
2022-05-11,19.5000,19.6600,19.2900,19.4300,50074173
2022-05-10,19.6600,19.8500,19.2400,19.3600,42465876
2022-05-09,19.9800,20.0401,19.4700,19.5500,51563301
2022-05-06,19.8000,20.1100,19.6600,20.0300,51506825
2022-05-05,19.7400,19.9900,19.6850,19.9500,55503880
2022-05-04,19.2800,19.9750,19.2125,19.9500,60580740
2022-05-03,19.1800,19.6800,19.0400,19.3300,62675309
2022-05-02,19.0000,19.3900,18.8600,19.1200,67551591
2022-04-29,19.3600,19.3700,18.8100,18.8600,70195438
2022-04-28,19.2500,19.5900,19.1000,19.4200,67479409
2022-04-27,19.2300,19.3600,18.9900,19.0700,66767014
2022-04-26,19.4500,19.6500,19.3000,19.3000,50578523
2022-04-25,19.7650,19.8850,19.1100,19.5100,71861412
2022-04-22,20.0450,20.0500,19.5000,19.5200,68483566
2022-04-21,19.6800,20.3500,19.6300,20.2100,81259770
2022-04-20,19.5200,19.5900,19.3000,19.4300,47841451
2022-04-19,19.4900,19.6400,19.3900,19.4900,57496030
2022-04-18,19.4300,19.5700,19.2900,19.4600,54812748
2022-04-14,19.3200,19.5900,19.2100,19.5400,52731119
2022-04-13,19.1200,19.4900,19.0300,19.4200,64100538
2022-04-12,19.7500,20.1200,19.5100,19.5600,104795879
2022-04-11,18.8900,19.7700,18.8500,19.6300,157485278
2022-04-08,23.6700,24.2400,23.5400,24.1400,55227397
2022-04-07,23.9100,23.9800,23.6000,23.7300,47443882
2022-04-06,23.7800,24.1400,23.5950,24.0300,37256228
2022-04-05,23.9700,24.1450,23.8500,23.8900,32833812
2022-04-04,23.8500,24.2000,23.5700,24.1800,35657235
2022-04-01,23.7200,24.0000,23.3900,23.9800,40318339
2022-03-31,24.0000,24.1400,23.6200,23.6300,52548842
2022-03-30,24.0500,24.1500,23.9200,24.1400,32012940
2022-03-29,23.9400,24.0600,23.8500,23.9900,33217435
2022-03-28,24.0000,24.0700,23.7100,23.8700,38496040
2022-03-25,23.4000,23.8400,23.3300,23.8400,31578251
2022-03-24,23.2400,23.3500,23.1600,23.3300,28110632
2022-03-23,23.2100,23.4500,23.1700,23.2100,28837059
