timestamp,open,high,low,close,volume
2022-08-15,100.5050,101.8500,99.8002,101.0100,61327142
2022-08-12,99.2000,101.4000,98.4800,100.8300,72316345
2022-08-11,99.9300,102.3700,98.0000,98.1200,77516860
2022-08-10,98.4500,99.3500,95.6100,99.0500,83416119
2022-08-09,97.9500,98.0461,93.6700,95.5400,89473663
2022-08-08,100.0600,101.8000,97.9900,100.0700,92692592
2022-08-05,101.0500,103.8600,100.9800,102.3100,93859876
2022-08-04,97.5000,104.5900,97.2600,103.9100,125855773
2022-08-03,94.8300,98.7693,93.6200,98.0900,131142046
2022-08-02,95.7100,100.9150,95.3600,99.2900,116734097
2022-08-01,95.5900,98.3900,93.9600,96.7800,96477499
2022-07-29,90.7000,94.8100,90.5600,94.4700,76630707
2022-07-28,90.4150,92.2200,88.5909,91.6700,79009185
2022-07-27,86.9400,90.6200,86.2900,89.8200,78301564
2022-07-26,87.0000,87.7490,84.7100,85.2500,69180367
2022-07-25,86.5700,87.6000,85.1200,87.5400,70083006
2022-07-22,90.2000,90.6900,87.0400,88.1000,76989702
2022-07-21,89.6000,91.5800,88.2200,91.0900,90449338
2022-07-20,85.3900,89.9198,85.0800,89.4300,88348558
2022-07-19,82.7600,86.4100,82.1900,85.8800,85047506
2022-07-18,82.2100,84.4700,80.9400,81.4300,90464334
2022-07-15,79.3600,81.2000,77.9000,81.1100,76050597
2022-07-14,78.2300,79.2500,76.0000,78.6000,83493646
2022-07-13,74.9400,79.1100,74.4800,77.5200,79354976
2022-07-12,76.9800,77.4400,74.4300,76.3600,77873214
2022-07-11,77.8450,78.2900,75.8417,76.9500,76247536
2022-07-08,78.3100,80.4700,77.4000,79.3500,83405931
2022-07-07,77.1950,79.9900,76.9000,79.3000,83640945
2022-07-06,75.1700,76.2800,73.5500,75.3500,85458857
2022-07-05,71.9800,75.2100,71.6000,75.2000,95685751
2022-07-01,75.1850,75.4500,72.6900,73.6700,87734237
2022-06-30,77.7300,78.9100,75.4800,76.4700,105368616
2022-06-29,79.5500,79.7500,76.5100,77.9900,104140895
2022-06-28,85.7100,86.7300,80.4300,80.7800,95752533
2022-06-27,87.3550,88.2200,85.2500,86.1600,74663487
2022-06-24,83.5600,87.5300,83.0801,87.0800,88553886
2022-06-23,84.3150,84.4100,80.2251,82.4300,100614559
2022-06-22,84.4000,86.3750,83.3001,83.7500,86634716
2022-06-21,84.1700,85.8100,82.6000,83.7900,87780567
2022-06-17,82.1900,82.9400,79.4300,81.5700,105212293
2022-06-16,86.6300,86.7300,80.6400,82.0500,102433342
2022-06-15,87.9000,90.8600,86.1900,89.3000,95774807
2022-06-14,87.4100,88.3000,85.8201,86.9900,84066567
2022-06-13,91.2600,92.0300,86.6400,86.9900,98148812
2022-06-10,98.8200,99.9280,94.2500,94.8200,102212244
2022-06-09,101.5700,103.9400,98.7400,98.8000,95298975
2022-06-08,104.5700,105.8480,100.4100,101.9000,97641865
2022-06-07,104.2400,106.2400,102.6100,105.2800,79022851
2022-06-06,108.2700,109.5700,104.2250,105.6500,96726891
2022-06-03,105.8000,109.3900,104.6500,106.3000,110844697
2022-06-02,100.7800,109.5000,100.7800,108.5900,120953796
2022-06-01,102.1300,103.5700,99.5500,101.2200,99351389
2022-05-31,102.4300,104.5500,100.0400,101.8600,125102894
2022-05-27,100.1400,102.4000,99.3800,102.2600,104348440
2022-05-26,91.3400,100.3300,90.7400,98.7500,128792745
2022-05-25,90.4250,93.8900,89.5200,92.6500,111771116
2022-05-24,92.5400,93.4200,89.6200,91.1600,123341410
2022-05-23,91.6600,95.1900,90.9200,95.0700,128773040
2022-05-20,98.3850,98.6400,88.2600,93.5000,164126807
2022-05-19,96.6900,100.6900,95.0900,96.6700,141506169
2022-05-18,100.0000,104.2200,95.7100,96.2800,142603246
2022-05-17,97.8800,103.2000,97.5400,102.4700,164227181
2022-05-16,93.8600,98.1690,93.0801,94.2400,131065665
2022-05-13,88.3000,96.5700,88.2200,95.1200,138068073
2022-05-12,86.6000,88.5500,83.2700,87.0600,129214223
2022-05-11,87.8400,93.4600,86.5300,87.9200,136137858
2022-05-10,89.1800,90.7721,85.4100,88.7300,137235451
